-0.00275,0.27142,-2160.00000,0.04621,0.31273,-2440.00000
0.00523,0.26458,-2224.00000,0.05722,0.30630,-2760.00000
0.00900,0.26178,-2272.00000,0.06050,0.30425,-2872.00000
0.01138,0.26006,-2304.00000,0.06277,0.30285,-2936.00000
0.01301,0.25902,-2320.00000,0.06398,0.30256,-2984.00000
0.01386,0.25860,-2344.00000,0.06296,0.30302,-3024.00000
0.01403,0.25868,-2360.00000,0.06110,0.30259,-2976.00000
0.01339,0.25924,-2360.00000,0.05965,0.30252,-2936.00000
0.01260,0.25995,-2368.00000,0.05889,0.30280,-2936.00000
0.01174,0.26067,-2368.00000,0.05768,0.30300,-2936.00000
0.01093,0.26140,-2360.00000,0.05702,0.30320,-2936.00000
0.01030,0.26182,-2352.00000,0.05654,0.30349,-2936.00000
0.00967,0.26226,-2360.00000,0.05625,0.30362,-2944.00000
0.00717,0.26315,-2288.00000,0.05604,0.30365,-2936.00000
0.00651,0.26339,-2272.00000,0.05673,0.30451,-2864.00000
0.00599,0.26356,-2272.00000,0.05713,0.30535,-2832.00000
0.00558,0.26369,-2272.00000,0.05736,0.30594,-2808.00000
0.00474,0.26374,-2248.00000,0.05646,0.30646,-2824.00000
0.00404,0.26452,-2288.00000,0.05583,0.30723,-2848.00000
0.00333,0.26538,-2344.00000,0.05565,0.30821,-2856.00000
-0.00048,0.25034,-2576.00000,0.05550,0.30932,-2864.00000
-0.00258,0.23223,-2776.00000,0.05548,0.31024,-2864.00000
-0.00341,0.22136,-2880.00000,0.05547,0.31098,-2864.00000
0.00025,0.12861,-3272.00000,0.05587,0.31200,-2848.00000
-0.01151,0.08340,-3288.00000,0.05652,0.31359,-2816.00000
-0.02814,0.05200,-3104.00000,0.05680,0.31553,-2776.00000
-0.03642,0.03429,-2968.00000,0.05152,0.31777,-2704.00000
-0.04835,0.01487,-2776.00000,0.05142,0.32483,-2640.00000
-0.04992,0.01151,-2704.00000,0.05171,0.32917,-2608.00000
-0.05053,-0.00046,-2640.00000,0.05148,0.33202,-2584.00000
-0.04839,-0.00181,-2600.00000,0.05133,0.33381,-2560.00000
-0.04588,0.00272,-2576.00000,0.05251,0.33535,-2544.00000
-0.04307,0.00741,-2576.00000,0.05326,0.33631,-2536.00000
-0.04130,0.01738,-2584.00000,-0.50608,-0.14001,-19168.00000
-0.03736,0.03278,-2624.00000,0.05455,0.33718,-2528.00000
-0.03885,0.03728,-2640.00000,0.05504,0.33724,-2528.00000
-0.04045,0.04018,-2648.00000,0.05555,0.33726,-2528.00000
-0.04181,0.04196,-2664.00000,0.05600,0.33725,-2536.00000
-0.04298,0.04314,-2672.00000,0.05631,0.33715,-2536.00000
-0.04389,0.04397,-2680.00000,0.05655,0.33698,-2544.00000
-0.04459,0.04450,-2680.00000,0.05675,0.33662,-2544.00000
-0.04512,0.04480,-2680.00000,0.05691,0.33615,-2552.00000
-0.04554,0.04492,-2688.00000,0.05683,0.33583,-2576.00000
-0.04586,0.04492,-2688.00000,0.05699,0.33559,-2584.00000
-0.04610,0.04486,-2688.00000,0.05711,0.33537,-2592.00000
-0.04625,0.04478,-2688.00000,0.05651,0.33486,-2616.00000
-0.04628,0.04473,-2688.00000,0.05633,0.33443,-2624.00000
-0.04626,0.04468,-2688.00000,-0.50576,-0.13961,-19152.00000
-0.04623,0.04462,-2680.00000,0.05573,0.33374,-2640.00000
-0.04604,0.04462,-2672.00000,0.05562,0.33350,-2640.00000
-0.04584,0.04463,-2680.00000,0.05556,0.33331,-2640.00000
-0.04565,0.04463,-2672.00000,0.05554,0.33313,-2640.00000
-0.04547,0.04464,-2672.00000,-0.50534,-0.13954,-19128.00000
-0.04531,0.04463,-2672.00000,0.05538,0.33283,-2640.00000
-0.04516,0.04463,-2672.00000,0.05536,0.33273,-2640.00000
-0.04502,0.04463,-2672.00000,0.05534,0.33262,-2640.00000
-0.04491,0.04463,-2664.00000,0.05533,0.33252,-2632.00000
-0.04482,0.04465,-2672.00000,0.05512,0.33251,-2640.00000
-0.04472,0.04467,-2672.00000,0.05487,0.33256,-2648.00000
-0.04464,0.04469,-2672.00000,0.01794,0.31214,-2888.00000
-0.04456,0.04472,-2672.00000,0.00052,0.30250,-2992.00000
-0.04449,0.04475,-2672.00000,0.01441,0.31044,-2920.00000
-0.04443,0.04476,-2672.00000,0.01694,0.31149,-2904.00000
-0.04438,0.04479,-2672.00000,0.01191,0.30809,-2920.00000
-0.04433,0.04482,-2672.00000,0.00869,0.30598,-2928.00000
-0.04430,0.04488,-2664.00000,0.02073,0.31147,-2856.00000
-0.04427,0.04496,-2672.00000,0.01490,0.30836,-2880.00000
-0.04426,0.04503,-2664.00000,0.01089,0.30634,-2896.00000
-0.04425,0.04511,-2672.00000,0.00827,0.30506,-2912.00000
-0.04424,0.04520,-2664.00000,0.00651,0.30424,-2912.00000
-0.04423,0.04529,-2664.00000,0.00531,0.30369,-2920.00000
-0.04423,0.04537,-2664.00000,0.00447,0.30331,-2928.00000
-0.04423,0.04546,-2664.00000,0.00388,0.30306,-2920.00000
-0.04422,0.04553,-2664.00000,0.00348,0.30288,-2920.00000
-0.04422,0.04559,-2664.00000,0.00319,0.30275,-2928.00000
-0.04422,0.04566,-2664.00000,0.00298,0.30267,-2928.00000
-0.04423,0.04572,-2656.00000,0.00284,0.30261,-2920.00000
-0.04424,0.04578,-2656.00000,0.00276,0.30258,-2920.00000
-0.04424,0.04581,-2656.00000,0.00273,0.30256,-2920.00000
